¿ª¸í,³¯Â¥,±¸ºÐ,05~06½Ã,06~07½Ã,07~08½Ã,08~09½Ã,09~10½Ã,10~11½Ã,11~12½Ã,12~13½Ã,13~14½Ã,14~15½Ã,15~16½Ã,16~17½Ã,17~18½Ã,18~19½Ã,19~20½Ã,20~21½Ã,21~22½Ã,22~23½Ã,23~24½Ã,00~01½Ã,01~02½Ã,ÃÑÇÕ
µµ°î(334),3/18/2017,½ÂÂ÷,34,99,168,312,299,288,362,495,619,577,543,495,541,391,285,185,187,186,54,0,0,6120
´ëÄ¡(335),3/18/2017,½ÂÂ÷,67,229,379,502,603,525,673,952,"1,034",836,731,930,"1,095","1,124",604,390,516,871,108,0,0,12169
ÇÐ¿©¿ï(336),3/18/2017,½ÂÂ÷,19,33,55,93,120,137,272,335,440,503,588,595,547,411,96,119,83,69,20,0,0,4535
´ëÃ»(337),3/18/2017,½ÂÂ÷,93,171,307,564,605,590,664,718,785,627,476,520,593,469,321,200,207,149,68,0,0,8127
ÀÏ¿ø(338),3/18/2017,½ÂÂ÷,50,97,212,333,451,427,572,543,604,334,389,484,388,339,210,210,138,89,18,0,0,5888
¼ö¼­(339),3/18/2017,½ÂÂ÷,134,254,456,904,"1,032","1,278","1,140","1,403","1,242",995,"1,018","1,173","1,114",905,588,502,474,449,203,0,0,15264
°¡¶ô½ÃÀå(340),3/18/2017,½ÂÂ÷,89,187,300,514,571,600,695,784,667,699,687,647,585,482,361,345,308,256,83,0,0,8860
°æÂûº´¿ø(341),3/18/2017,½ÂÂ÷,59,122,243,384,437,413,419,433,465,366,337,310,338,266,175,186,147,115,35,0,0,5250
¿À±Ý(342),3/18/2017,½ÂÂ÷,92,171,303,454,478,454,434,466,523,357,341,354,395,302,150,123,128,141,19,0,0,5685
´ç°í°³(409),3/18/2017,½ÂÂ÷,238,365,742,"1,196","1,145",972,966,"1,080","1,133",845,875,782,781,666,517,352,281,212,63,0,0,13211
»ó°è(410),3/18/2017,½ÂÂ÷,444,670,"1,267","1,770","1,670","1,568","1,477","1,587","1,455","1,268","1,196","1,140","1,101",884,649,531,473,442,147,1,0,19740
³ë¿ø(411),3/18/2017,½ÂÂ÷,343,524,888,"1,343","1,366","1,321","1,460","1,824","1,748","1,495","1,454","1,655","1,610","1,513","1,087","1,394","1,214","1,208",553,7,0,24007
Ã¢µ¿(412),3/18/2017,½ÂÂ÷,559,761,"1,279","1,938","2,124","2,016","2,086","2,196","1,963","1,796","1,600","1,794","1,894","1,913","1,084",879,862,736,336,26,0,27842
½Ö¹®(413),3/18/2017,½ÂÂ÷,697,"1,148","2,010","3,046","3,078","2,469","2,875","2,631","2,316","1,837","1,705","1,644","1,626","1,347",911,733,592,504,207,0,0,31376
¼öÀ¯(°­ºÏ±¸Ã»)(414),3/18/2017,½ÂÂ÷,853,"1,461","2,409","3,683","3,470","2,912","3,083","3,149","3,246","2,909","2,434","2,714","2,708","2,346","1,625","1,378","1,209","1,061",569,0,0,43219
¹Ì¾Æ(415),3/18/2017,½ÂÂ÷,423,651,945,"1,540","1,407","1,237","1,746","1,456","1,344","1,346","1,204","1,128","1,064",825,642,445,395,353,146,0,0,18297
¹Ì¾Æ»ç°Å¸®(416),3/18/2017,½ÂÂ÷,498,968,"1,422","2,433","2,316","2,110","2,759","2,438","2,435","2,303","2,171","2,198","2,270","1,894","1,493","1,616","1,108",856,378,0,0,33666
±æÀ½(417),3/18/2017,½ÂÂ÷,341,642,"1,145","1,939","2,035","1,830","1,875","2,134","2,116","1,708","1,589","1,704","1,782","1,383","1,048",780,594,538,245,0,0,25428
¼º½Å¿©´ëÀÔ±¸(418),3/18/2017,½ÂÂ÷,239,547,830,"1,362","1,586","1,521","1,809","1,939","2,288","2,137","1,881","2,221","2,028","1,787","1,295","1,270","1,252","1,414",607,0,0,28013
ÇÑ¼º´ëÀÔ±¸(419),3/18/2017,½ÂÂ÷,251,344,515,899,951,907,944,"1,177","1,179","1,212","1,155","1,156","1,471","1,015",607,552,592,462,188,0,0,15577
ÇýÈ­(420),3/18/2017,½ÂÂ÷,206,276,388,661,837,"1,005","1,337","1,810","2,213","2,765","3,106","4,264","5,367","5,128","4,131","4,493","5,338","5,297","1,907",0,0,50529
µ¿´ë¹®(421),3/18/2017,½ÂÂ÷,437,217,213,470,577,828,"1,278","2,038","2,633","3,342","3,305","3,257","3,106","2,386","1,657","1,318","1,217",890,584,10,0,29763
µ¿´ë¹®¿ª»ç¹®È­°ø¿ø(422),3/18/2017,½ÂÂ÷,475,273,301,397,544,662,763,"1,039","1,388","2,216","2,466","2,651","2,838","2,586","2,115","1,847","1,727","1,475",915,0,0,26678
Ãæ¹«·Î(423),3/18/2017,½ÂÂ÷,215,198,267,552,742,901,"1,121","1,459","1,961","2,433","2,673","2,828","2,615","2,356","1,912","1,552","1,497","1,356",667,0,0,27305
¸íµ¿(424),3/18/2017,½ÂÂ÷,58,109,212,334,830,"1,251","1,421","1,810","2,821","3,299","4,221","4,687","5,357","5,036","4,539","4,090","4,562","4,229","1,804",1,0,50671
È¸Çö(425),3/18/2017,½ÂÂ÷,91,131,218,350,580,867,"1,316","1,948","3,082","4,331","4,899","4,842","5,149","3,527","2,087","1,964","1,315",462,182,0,0,37341
¼­¿ï¿ª(426),3/18/2017,½ÂÂ÷,202,194,255,382,531,480,556,660,963,"1,033","1,067",911,"1,003",887,587,393,483,450,141,2,0,11180
¼÷´ëÀÔ±¸(427),3/18/2017,½ÂÂ÷,114,224,347,612,735,745,756,"1,120","1,372","1,200","1,113","1,065","1,242",976,792,673,672,623,233,0,0,14614
»ï°¢Áö(428),3/18/2017,½ÂÂ÷,20,41,60,209,181,169,276,300,384,384,393,300,364,350,224,266,182,166,46,1,0,4316
½Å¿ë»ê(429),3/18/2017,½ÂÂ÷,48,99,196,324,389,448,574,722,749,755,"1,003","1,161","1,234","1,067",665,630,579,391,198,0,0,11232
ÀÌÃÌ(430),3/18/2017,½ÂÂ÷,28,99,141,296,477,461,542,957,954,973,"1,025","1,376","1,313","1,028",598,456,372,179,85,0,0,11360
µ¿ÀÛ(431),3/18/2017,½ÂÂ÷,13,17,95,128,171,122,161,203,188,182,223,253,263,220,93,79,87,45,29,0,0,2572
ÃÑ½Å´ëÀÔ±¸(432),3/18/2017,½ÂÂ÷,235,427,657,"1,116","1,432","1,396","1,465","1,626","1,649","1,696","1,430","1,444","1,440","1,293",947,981,"1,064",944,435,0,0,21677
»ç´ç(433),3/18/2017,½ÂÂ÷,359,634,"1,064","1,712","2,089","1,968","1,686","1,685","2,105","1,876","1,924","1,673","1,759","1,501","1,492","1,478","1,590","1,550",620,0,0,28765
³²ÅÂ·É(434),3/18/2017,½ÂÂ÷,21,25,45,183,155,216,475,997,489,680,482,399,509,490,88,42,39,30,6,0,0,5371
¼­¿ï¿ª(150),3/19/2017,½ÂÂ÷,347,425,575,"1,221","1,631","2,185","2,997","2,879","3,166","2,382","3,626","3,856","4,092","3,555","3,216","2,986","3,495","2,677",717,76,0,46104
½ÃÃ»(151),3/19/2017,½ÂÂ÷,61,82,109,298,402,452,432,612,760,925,"1,087","1,243","1,365","1,420","1,074",885,938,513,156,4,0,12818
Á¾°¢(152),3/19/2017,½ÂÂ÷,195,216,211,428,557,617,703,905,"1,300","1,575","1,897","2,441","2,599","2,527","2,143","2,238","2,072","1,509",570,23,0,24726
Á¾·Î3°¡(153),3/19/2017,½ÂÂ÷,231,188,212,356,660,852,"1,016","1,301","1,572","1,895","2,163","2,536","2,593","2,335","2,240","1,809","1,665","1,132",394,5,0,25155
Á¾·Î5°¡(154),3/19/2017,½ÂÂ÷,54,97,130,228,378,585,615,869,"1,247","1,444","1,447","1,522","1,464","1,445","1,121",875,662,356,115,2,0,14656
µ¿´ë¹®(155),3/19/2017,½ÂÂ÷,160,192,210,542,798,934,833,"1,075","1,344","1,469","1,567","1,489","1,279","1,188",886,558,465,314,189,3,0,15495
½Å¼³µ¿(156),3/19/2017,½ÂÂ÷,172,203,234,476,804,741,733,720,799,850,898,920,844,883,564,401,317,185,96,1,0,10841
Á¦±âµ¿(157),3/19/2017,½ÂÂ÷,79,140,203,450,627,793,946,"1,021","1,417","1,508","1,747","1,597","1,119",721,446,257,211,125,61,0,0,13468
Ã»·®¸®(ÁöÇÏ)(158),3/19/2017,½ÂÂ÷,282,354,471,914,"1,325","1,333","1,361","1,513","1,782","1,802","2,002","2,333","2,014","1,592","1,385","1,169",823,513,208,3,0,23179
µ¿¹¦¾Õ(159),3/19/2017,½ÂÂ÷,68,76,81,185,392,553,788,"1,000","1,363","1,781","2,187","1,999","1,641","1,352",591,257,157,121,53,2,0,14647
½ÃÃ»(201),3/19/2017,½ÂÂ÷,41,48,113,343,229,333,388,539,612,703,910,968,"1,083","1,003",686,570,509,383,144,0,0,9605
À»Áö·ÎÀÔ±¸(202),3/19/2017,½ÂÂ÷,78,93,129,412,668,866,986,"1,210","1,489","1,822","2,372","2,626","3,192","3,379","2,913","3,433","3,209","1,953",884,0,0,31714
À»Áö·Î3°¡(203),3/19/2017,½ÂÂ÷,31,90,95,513,519,816,561,767,681,916,811,967,858,770,556,459,386,287,105,0,1,10189
À»Áö·Î4°¡(204),3/19/2017,½ÂÂ÷,28,60,79,137,328,308,358,446,341,395,405,395,403,457,308,214,149,130,45,0,0,4986
µ¿´ë¹®¿ª»ç¹®È­°ø¿ø(205),3/19/2017,½ÂÂ÷,128,135,142,274,474,503,644,753,918,"1,135","1,276","1,448","1,430","1,306","1,257","1,121",931,908,480,0,0,15263
½Å´ç(206),3/19/2017,½ÂÂ÷,104,228,216,477,821,707,708,951,957,920,"1,038","1,045",891,763,568,396,337,221,121,0,0,11469
»ó¿Õ½Ê¸®(207),3/19/2017,½ÂÂ÷,105,199,252,472,716,608,585,657,605,519,587,559,477,387,320,280,174,172,70,0,0,7744
¿Õ½Ê¸®(¼ºµ¿±¸Ã»)(208),3/19/2017,½ÂÂ÷,180,212,257,543,753,805,931,"1,020","1,127","1,032","1,099","1,042","1,061",966,937,860,892,862,541,0,0,15120
ÇÑ¾ç´ë(209),3/19/2017,½ÂÂ÷,28,53,61,109,153,221,239,691,301,402,322,667,386,342,263,239,282,276,147,0,0,5182
¶Ò¼¶(210),3/19/2017,½ÂÂ÷,77,199,228,405,631,684,"1,041",868,747,650,661,773,688,867,697,424,324,218,65,0,0,10247
¼º¼ö(211),3/19/2017,½ÂÂ÷,118,196,227,477,684,710,829,"1,304",818,875,858,894,843,965,730,598,504,434,151,0,0,12215
°Ç´ëÀÔ±¸(212),3/19/2017,½ÂÂ÷,782,911,735,"1,336","1,813","1,713","1,827","2,203","2,400","2,558","2,645","3,019","3,168","3,157","3,295","3,388","3,582","3,211","1,707",0,0,43450
±¸ÀÇ(213),3/19/2017,½ÂÂ÷,204,401,492,"1,039","1,427","1,472","1,360","1,292","1,181",963,831,813,821,672,623,478,456,373,176,0,0,15074
°­º¯(214),3/19/2017,½ÂÂ÷,213,454,661,"1,457","2,413","2,554","2,997","3,152","3,016","2,916","3,003","3,030","3,385","3,222","2,998","2,972","2,769","1,691",552,0,0,43455
Àá½Ç³ª·ç(215),3/19/2017,½ÂÂ÷,77,185,222,523,747,807,916,822,868,679,658,575,643,498,361,312,235,189,65,0,0,9382
Àá½Ç(216),3/19/2017,½ÂÂ÷,337,848,960,"1,859","2,847","2,719","3,629","4,650","4,851","4,744","5,083","5,760","5,673","5,708","5,303","5,520","4,725","3,151","1,001",0,0,69368
Àá½Ç»õ³»(217),3/19/2017,½ÂÂ÷,198,353,418,902,"1,406","1,587","2,060","2,125","2,134","1,755","1,716","1,498","1,395","1,173",996,918,942,854,469,0,0,22899
Á¾ÇÕ¿îµ¿Àå(218),3/19/2017,½ÂÂ÷,117,333,250,602,805,872,"1,183","4,852","7,264","4,783","2,167","1,245",550,464,375,369,182,182,54,0,0,26649
»ï¼º(219),3/19/2017,½ÂÂ÷,144,216,259,412,657,896,"1,308","1,953","2,649","2,552","3,096","3,581","4,186","3,731","2,790","3,024","2,414","1,622",420,1,0,35911
¼±¸ª(220),3/19/2017,½ÂÂ÷,169,286,361,485,743,610,725,"1,004","1,207","1,190","1,335","1,524","1,589","1,856","1,127","1,024","1,229",918,351,0,0,17733
¿ª»ï(221),3/19/2017,½ÂÂ÷,108,211,237,348,553,542,647,"1,109","1,199","1,227","1,164","1,372","1,319","1,396",884,854,800,778,262,0,0,15010
°­³²(222),3/19/2017,½ÂÂ÷,799,848,666,983,"1,356","1,312","1,911","2,659","3,240","3,855","4,182","4,482","4,850","5,282","4,222","4,356","5,212","5,275","2,228",0,0,57718
±³´ë(223),3/19/2017,½ÂÂ÷,82,288,278,448,706,689,743,916,"1,061","1,058","1,034","1,113","1,256","1,368","1,035","1,083","1,138","1,056",350,0,0,15702
¼­ÃÊ(224),3/19/2017,½ÂÂ÷,37,118,129,276,860,412,"2,020",949,"2,171","1,301","1,097","1,844","1,155",979,"1,629",864,976,491,109,0,0,17417
¹æ¹è(225),3/19/2017,½ÂÂ÷,63,178,216,420,633,572,639,797,858,868,763,926,806,708,447,474,476,436,206,0,0,10486
»ç´ç(226),3/19/2017,½ÂÂ÷,254,383,588,"1,099","1,508","1,389","1,391","1,651","2,098","2,382","2,372","2,354","2,295","2,241","2,246","2,185","2,013","1,560",699,0,0,30708
³«¼º´ë(227),3/19/2017,½ÂÂ÷,235,396,573,"1,069","1,582","1,484","1,568","1,721","2,059","1,857","1,640","1,447","1,464","1,159",844,759,673,508,241,1,0,21280
¼­¿ï´ëÀÔ±¸(228),3/19/2017,½ÂÂ÷,471,597,969,"1,875","2,381","2,386","2,472","2,733","2,920","2,786","2,706","2,732","2,638","2,290","1,877","1,724","1,477","1,282",555,1,0,36872
ºÀÃµ(229),3/19/2017,½ÂÂ÷,246,438,569,991,"1,289","1,199","1,083","1,265","1,272","1,147",948,910,791,713,538,477,372,276,111,1,0,14636
½Å¸²(230),3/19/2017,½ÂÂ÷,909,"1,261","1,759","3,272","3,868","3,506","3,448","3,909","4,216","3,766","3,374","3,594","3,508","2,940","2,549","2,236","2,052","1,758",808,5,0,52738
½Å´ë¹æ(231),3/19/2017,½ÂÂ÷,390,550,797,"1,498","1,940","1,784","1,518","1,535","1,588","1,467","1,473","1,309","1,236","1,057",918,666,512,407,120,0,0,20765
±¸·ÎµðÁöÅÐ´ÜÁö(232),3/19/2017,½ÂÂ÷,641,857,"1,187","2,125","2,608","2,488","2,388","2,493","2,617","2,552","2,464","2,493","2,424","2,272","1,878","1,750","1,402","1,040",459,0,0,36138
´ë¸²(233),3/19/2017,½ÂÂ÷,566,584,823,"1,569","2,067","1,851","1,631","1,746","1,961","1,975","1,812","1,915","1,838","1,587","1,357","1,090",756,554,224,0,0,25906
½Åµµ¸²(234),3/19/2017,½ÂÂ÷,655,672,910,"1,717","2,252","2,238","2,492","2,802","3,412","3,478","3,451","3,845","3,646","3,308","2,865","2,577","2,214","1,824",707,0,0,45065
¹®·¡(235),3/19/2017,½ÂÂ÷,63,180,243,382,532,558,536,718,724,737,741,661,600,545,426,384,388,357,151,0,0,8926
¿µµîÆ÷±¸Ã»(236),3/19/2017,½ÂÂ÷,140,197,257,458,576,639,587,700,776,728,653,633,688,604,451,479,460,298,152,1,0,9477
´ç»ê(237),3/19/2017,½ÂÂ÷,124,232,329,633,768,777,917,929,976,924,928,883,931,855,924,531,449,378,153,0,0,12641
ÇÕÁ¤(238),3/19/2017,½ÂÂ÷,359,347,409,700,939,877,"1,059","1,301","1,337","1,490","1,602","1,787","2,080","1,888","2,011","2,133","2,214","1,879",785,1,0,25198
È«´ëÀÔ±¸(239),3/19/2017,½ÂÂ÷,"2,886","2,101","1,253","1,363","1,818","2,006","2,215","2,475","3,237","3,664","4,252","5,508","5,987","6,348","6,599","6,811","7,864","7,396","3,293",17,0,77093
½ÅÃÌ(240),3/19/2017,½ÂÂ÷,814,538,492,831,"1,083","1,431","1,555","2,383","2,579","2,490","2,727","2,985","3,154","3,215","2,837","3,216","3,440","3,527","1,776",6,0,41079
ÀÌ´ë(241),3/19/2017,½ÂÂ÷,80,169,159,404,543,691,808,883,"1,011","1,090","1,095","1,246","1,192","1,259",905,954,822,643,193,0,0,14147
¾ÆÇö(242),3/19/2017,½ÂÂ÷,82,201,196,401,530,468,480,645,561,517,480,425,415,349,277,185,131,116,42,0,0,6501
ÃæÁ¤·Î(243),3/19/2017,½ÂÂ÷,82,159,168,331,378,374,347,488,465,444,453,380,336,457,367,224,171,184,69,0,0,5877
¿ë´ä(244),3/19/2017,½ÂÂ÷,42,50,86,147,173,241,199,211,158,171,167,124,74,74,72,48,38,31,12,0,0,2118
½Å´ä(245),3/19/2017,½ÂÂ÷,14,18,29,67,117,122,137,82,100,76,67,43,47,43,11,13,19,12,7,0,0,1024
½Å¼³µ¿(246),3/19/2017,½ÂÂ÷,35,27,41,89,340,433,274,308,317,411,534,525,476,535,163,118,87,62,17,0,0,4792
µµ¸²Ãµ(247),3/19/2017,½ÂÂ÷,12,11,15,22,39,41,35,37,37,23,30,22,19,29,17,18,13,7,2,0,0,429
¾çÃµ±¸Ã»(248),3/19/2017,½ÂÂ÷,73,92,181,344,357,402,291,432,418,354,285,243,243,170,153,105,65,55,21,0,0,4284
½ÅÁ¤³×°Å¸®(249),3/19/2017,½ÂÂ÷,162,174,248,501,706,624,584,573,603,521,478,390,346,275,237,199,161,108,59,0,0,6949
¿ëµÎ(250),3/19/2017,½ÂÂ÷,23,30,42,101,219,257,162,106,148,135,136,161,120,97,59,45,32,26,7,0,0,1906
ÁöÃà(309),3/19/2017,½ÂÂ÷,0,14,19,63,72,96,56,81,86,79,95,64,82,68,44,14,5,2,0,0,0,940
±¸ÆÄ¹ß(310),3/19/2017,½ÂÂ÷,209,302,428,807,"1,034",923,901,"1,063","1,186","1,158","1,070","1,290","1,082","1,030",787,628,523,485,89,0,0,14995
¿¬½Å³»(311),3/19/2017,½ÂÂ÷,533,780,"1,093","2,019","2,306","2,180","2,132","2,330","2,371","2,260","2,175","2,172","1,968","1,795","1,362","1,190",969,786,332,8,0,30761
ºÒ±¤(312),3/19/2017,½ÂÂ÷,194,310,433,767,905,931,812,"1,003","1,082","1,170","1,256","1,272","1,217",913,814,678,486,291,103,0,0,14637
³ì¹ø(313),3/19/2017,½ÂÂ÷,160,246,391,635,737,692,679,766,721,546,482,725,421,336,229,214,146,104,39,0,0,8269
È«Á¦(314),3/19/2017,½ÂÂ÷,186,408,494,958,"1,064","1,037","1,030","1,193","1,196","1,095","1,029","1,001",766,597,472,401,276,235,74,0,0,13512
¹«¾ÇÀç(315),3/19/2017,½ÂÂ÷,36,71,103,204,279,262,235,227,213,225,164,173,134,121,73,64,38,35,14,0,0,2671
µ¶¸³¹®(316),3/19/2017,½ÂÂ÷,100,115,136,333,456,396,318,583,576,517,629,561,438,304,208,127,102,78,34,0,0,6011
°æº¹±Ã(317),3/19/2017,½ÂÂ÷,66,171,210,504,687,591,733,"1,010","1,287","1,413","1,716","1,990","1,904","1,586","1,155",817,718,518,119,0,0,17195
¾È±¹(318),3/19/2017,½ÂÂ÷,47,97,101,253,346,497,546,842,"1,158","1,396","1,756","2,131","2,214","1,957","1,628","1,244",782,456,95,0,0,17546
Á¾·Î3°¡(319),3/19/2017,½ÂÂ÷,18,36,49,83,96,132,141,210,300,336,286,318,352,373,462,228,176,174,56,0,0,3826
À»Áö·Î3°¡(320),3/19/2017,½ÂÂ÷,16,24,54,213,284,385,213,316,267,351,360,292,335,302,258,155,130,105,37,0,0,4097
µ¿´ëÀÔ±¸(322),3/19/2017,½ÂÂ÷,49,98,81,116,243,256,329,557,525,578,572,833,754,"1,051",632,511,613,322,99,0,0,8219
¾à¼ö(323),3/19/2017,½ÂÂ÷,137,180,230,526,709,669,648,685,828,734,601,633,639,500,395,368,299,234,86,0,0,9101
±ÝÈ£(324),3/19/2017,½ÂÂ÷,65,154,183,390,544,491,508,514,530,452,437,373,348,278,216,198,134,96,28,0,0,5939
¿Á¼ö(325),3/19/2017,½ÂÂ÷,48,160,200,372,521,509,482,558,616,599,511,541,456,366,297,264,207,161,50,1,0,6919
¾Ð±¸Á¤(326),3/19/2017,½ÂÂ÷,116,181,182,421,448,786,920,"1,318","1,465","1,517","1,755","1,722","1,650","1,650","1,456","1,904","1,330",899,210,0,0,19930
½Å»ç(327),3/19/2017,½ÂÂ÷,236,267,267,348,505,454,488,729,974,"1,163","1,689","1,667","2,114","1,992","1,788","1,676","1,836","1,451",441,0,0,20085
Àá¿ø(328),3/19/2017,½ÂÂ÷,36,101,98,213,257,257,272,275,291,241,224,231,259,204,158,113,87,79,27,0,0,3423
°í¼ÓÅÍ¹Ì³Î(329),3/19/2017,½ÂÂ÷,264,213,492,915,"1,322","1,705","2,295","2,993","3,545","4,099","4,985","5,655","6,170","6,077","5,923","6,338","5,312","3,600","1,201",0,0,63104
±³´ë(330),3/19/2017,½ÂÂ÷,38,96,78,164,179,211,236,319,398,385,415,449,514,626,435,409,399,421,105,0,0,5877
³²ºÎÅÍ¹Ì³Î(331),3/19/2017,½ÂÂ÷,92,208,274,686,950,"1,155","1,390","1,507","1,503","1,512","1,528","1,828","2,077","1,893","1,730","1,766","1,521","1,094",355,0,0,23069
¾çÀç(332),3/19/2017,½ÂÂ÷,125,292,340,647,821,873,947,"1,170","1,788","1,828","1,826","1,697","1,715","1,688","1,228","1,198","1,209",683,225,0,0,20300
¸ÅºÀ(333),3/19/2017,½ÂÂ÷,36,111,133,190,297,259,585,436,348,484,411,314,330,334,241,205,249,156,44,0,0,5163
µµ°î(334),3/19/2017,½ÂÂ÷,14,54,73,157,241,240,185,246,303,270,251,202,209,227,171,135,149,129,27,0,0,3283
´ëÄ¡(335),3/19/2017,½ÂÂ÷,40,196,172,300,389,385,393,593,668,630,479,541,800,743,373,278,376,534,127,0,0,8017
ÇÐ¿©¿ï(336),3/19/2017,½ÂÂ÷,12,29,39,48,70,107,190,247,314,419,530,417,345,217,73,55,94,55,12,0,0,3273
´ëÃ»(337),3/19/2017,½ÂÂ÷,79,128,185,310,421,401,392,435,444,355,377,361,298,286,202,175,184,103,42,0,0,5178
ÀÏ¿ø(338),3/19/2017,½ÂÂ÷,47,102,104,216,282,306,307,504,378,404,297,304,324,258,236,145,95,70,20,0,0,4399
¼ö¼­(339),3/19/2017,½ÂÂ÷,94,166,291,592,682,816,679,805,836,730,720,972,782,887,578,700,450,523,263,0,0,11566
°¡¶ô½ÃÀå(340),3/19/2017,½ÂÂ÷,63,86,145,354,405,432,410,470,479,440,448,446,336,340,275,244,212,156,41,0,0,5782
°æÂûº´¿ø(341),3/19/2017,½ÂÂ÷,62,70,145,292,361,317,295,298,304,295,255,216,199,197,163,127,134,85,15,0,0,3830
¿À±Ý(342),3/19/2017,½ÂÂ÷,58,97,134,296,364,357,323,388,370,334,283,264,253,190,186,141,102,76,21,0,0,4237
´ç°í°³(409),3/19/2017,½ÂÂ÷,161,244,331,658,841,863,687,761,769,933,848,767,708,538,435,309,236,129,25,0,0,10243
»ó°è(410),3/19/2017,½ÂÂ÷,289,410,628,"1,082","1,175","1,161","1,044","1,229","1,200","1,083","1,058",896,846,757,604,534,380,255,120,0,0,14751
³ë¿ø(411),3/19/2017,½ÂÂ÷,246,407,461,"1,104",902,986,954,"1,140","1,158","1,307","1,181","1,448","1,114","1,094",972,"1,171","1,012",855,333,2,0,17847
Ã¢µ¿(412),3/19/2017,½ÂÂ÷,353,474,587,"1,153","1,534","1,629","1,390","1,705","1,649","1,597","1,506","1,411","1,437","1,555","1,001",730,636,473,209,12,0,21041
½Ö¹®(413),3/19/2017,½ÂÂ÷,418,700,906,"1,789","2,012","2,091","1,800","1,864","1,856","1,628","1,421","1,229","1,125",956,832,605,460,375,145,0,0,22212
¼öÀ¯(°­ºÏ±¸Ã»)(414),3/19/2017,½ÂÂ÷,502,906,"1,224","2,255","2,641","2,478","2,177","2,447","2,416","2,273","2,229","2,223","2,020","1,818","1,659","1,219","1,031",767,385,0,0,32670
¹Ì¾Æ(415),3/19/2017,½ÂÂ÷,239,337,512,861,"1,052","1,074",887,"1,184","1,196","1,167",900,863,685,609,572,403,307,216,108,0,0,13172
¹Ì¾Æ»ç°Å¸®(416),3/19/2017,½ÂÂ÷,335,571,826,"1,409","1,766","1,657","1,568","1,748","1,894","1,686","1,638","1,648","1,540","1,256","1,212","1,354",824,547,249,0,0,23728
±æÀ½(417),3/19/2017,½ÂÂ÷,198,434,556,"1,197","1,451","1,365","1,322","1,607","1,594","1,355","1,253","1,218","1,172",955,840,567,428,366,133,0,0,18011
¼º½Å¿©´ëÀÔ±¸(418),3/19/2017,½ÂÂ÷,147,332,499,937,"1,161","1,236","1,167","1,354","1,515","1,412","1,340","1,439","1,353","1,366","1,042",863,933,864,352,0,0,19312
ÇÑ¼º´ëÀÔ±¸(419),3/19/2017,½ÂÂ÷,150,215,311,624,774,752,782,813,915,871,877,856,703,613,551,432,387,292,117,0,0,11035
ÇýÈ­(420),3/19/2017,½ÂÂ÷,146,232,300,547,727,989,"1,083","1,457","1,767","2,071","2,751","3,352","3,824","3,564","3,448","3,652","3,626","2,479","1,010",0,0,37025
µ¿´ë¹®(421),3/19/2017,½ÂÂ÷,125,59,88,218,354,473,470,639,904,"1,151","1,540","1,521","1,436","1,174","1,206",947,783,746,478,9,0,14321
µ¿´ë¹®¿ª»ç¹®È­°ø¿ø(422),3/19/2017,½ÂÂ÷,131,186,189,470,793,715,701,799,"1,032","1,229","1,544","1,713","1,966","1,827","1,684","1,512","1,435","1,157",662,0,0,19745
Ãæ¹«·Î(423),3/19/2017,½ÂÂ÷,132,151,220,482,572,757,702,828,941,"1,383","1,180","1,653","1,455","1,316","1,058",862,852,804,318,0,0,15666
¸íµ¿(424),3/19/2017,½ÂÂ÷,76,96,184,570,"1,060","1,432","1,382","1,610","1,818","2,341","2,911","3,347","3,515","3,482","3,157","3,132","3,260","2,870","1,332",0,0,37575
È¸Çö(425),3/19/2017,½ÂÂ÷,59,85,149,276,423,511,690,784,977,"1,304","1,457","1,452","1,442","1,400","1,078","1,390","1,046",282,81,0,0,14886
¼­¿ï¿ª(426),3/19/2017,½ÂÂ÷,105,134,193,396,459,479,487,526,479,569,558,553,530,510,427,316,387,232,82,0,0,7422
¼÷´ëÀÔ±¸(427),3/19/2017,½ÂÂ÷,69,151,213,479,711,640,682,777,911,842,751,"1,050",959,868,587,679,507,405,167,0,0,11448
»ï°¢Áö(428),3/19/2017,½ÂÂ÷,10,45,45,79,134,151,145,298,365,330,315,221,192,176,175,113,92,85,43,0,0,3014
½Å¿ë»ê(429),3/19/2017,½ÂÂ÷,28,62,99,199,293,300,374,463,537,512,601,717,601,667,486,562,493,314,119,0,0,7427
ÀÌÃÌ(430),3/19/2017,½ÂÂ÷,29,83,103,206,319,382,406,753,835,827,816,923,976,757,402,249,254,158,48,0,0,8526
µ¿ÀÛ(431),3/19/2017,½ÂÂ÷,9,30,51,71,123,99,104,145,135,151,180,167,163,152,79,52,55,42,27,0,0,1835
ÃÑ½Å´ëÀÔ±¸(432),3/19/2017,½ÂÂ÷,127,299,347,708,"1,032",999,983,"1,170","1,287","1,193","1,030","1,010",981,845,771,745,656,518,245,0,0,14946
